user,story,comment
IronSean,15824597,1
mconroy,15824597,1
harry8,13404758,1
rejschaap,15912378,1
mikehking,15824597,1
poisonarena,14931004,1
huxflux,14531578,1
throwawayus98,14939976,1
nathancahill,14909786,1
kevinburke,14600873,1
muglug,14600873,1
koolba,14868033,1
jwtadvice,13539552,1
enoren,13541679,1
redslazer,13421608,1
symbolepro,13414570,1
freyir,13414570,1
Kimalsi,13653669,1
ganfortran,13941923,1
vwcx,13958366,1
erikrothoff,14939976,1
icbm504,14939976,1
asdfologist,14939976,1
illuminati1911,14939976,1
fortyfivan,14960597,1
twoquestions,15591441,1
sguav,14643712,1
brian_herman,14547393,1
libeclipse,14884992,1
caio1982,14894653,1
johnthomas00,15927132,1
robbiet480,14047310,1
jnordwick,14047310,1
jansho,15651058,1
ChuckMcM,14223020,1
davidgh,15912378,1
a_imho,14452832,1
dmix,14338212,1
detaro,13660086,1
speedyapoc,14437921,1
perseusprime11,15046601,1
kizer,15278883,1
mcescalante,13471543,1
codyb,14495405,1
HNLogInShit,13649523,1
amaks,13718586,1
lglegl,13717321,1
anodari,15634609,1
mcv,15886333,1
Mathnerd314,14332006,1
cnorthwood,13775667,1
krakensden,14483409,1
atilimcetin,15089476,1
zxv,14127071,1
kendallpark,14127071,1
NoCanDo,14656945,1
HappyTypist,14600873,1
frozenport,13858597,1
lostgame,15550735,1
bbhughes12,15824597,1
jyriand,16022916,1
quickthrower2,15342486,1
paulsutter,13999378,1
yosito,14947361,1
z3t4,16000550,1
gwu78,13601451,1
davesque,14772926,1
SadWebDeveloper,15230871,1
frostymarvelous,13442022,1
cyberpanther,14661285,1
SmellTheGlove,14664417,1
knodi,14154395,1
Profragile,14477851,1
iamjeff,15892066,1
agumonkey,14266423,1
ReviewDeeper,13849430,1
yeukhon,15502142,1
iamleppert,13610146,1
kalefranz,13459740,1
Chris2048,14635013,1
aub3bhat,14635013,1
majani,15867918,1
maerF0x0,13941923,1
LeicaLatte,13942345,1
snowman311,14568468,1
alexpetralia,14269590,1
zeptomu,13660086,1
CapsAdmin,15254952,1
gnicholas,14031619,1
jventura,15633785,1
leke,15821575,1
callumlocke,15384396,1
mvindahl,16036121,1
nodesocket,13755673,1
leggomylibro,15342758,1
moogly,15337730,1
downandout,13326535,1
woranl,15368353,1
blinkingled,15742287,1
gedmark,13541679,1
Gargoyle,15447706,1
tracker1,14745936,1
johnfn,14452832,1
mychael,15694926,1
randomsearch,15310664,1
huula,13716511,1
spark1,13541679,1
MS_Buys_Upvotes,14159085,1
douche,14159085,1
merb,14159085,1
shmerl,13593272,1
buro9,15148885,1
franga2000,14772926,1
thrillgore,15642116,1
foxtail,13920111,1
craig_peacock,14029572,1
tacostakohashi,13853150,1
shmerl,13853150,1
stuntkite,15969511,1
teddyh,14178091,1
lmm,14393501,1
cbsmith,14384187,1
electricEmu,13989215,1
godzulu,13955981,1
naskwo,14269708,1
ravirajx7,13361019,1
mudge,14718089,1
zatkin,14718089,1
holografix,14639967,1
cdumler,15820161,1
known,15651058,1
pergadad,15912378,1
lamby,16036121,1
digi_owl,13508038,1
Markoff,15448996,1
viperscape,15448996,1
ghostbrainalpha,15651510,1
resfirestar,13489100,1
eliben,15686653,1
smokeyj,14998081,1
fiatjaf,14501894,1
criddell,15751344,1
xnx,15747519,1
saganus,13603575,1
justinzollars,13356318,1
tudorconstantin,15790687,1
esaym,15442676,1
vldr,15824597,1
MechEStudent,15012883,1
BatFastard,15584456,1
xoshey,15845400,1
throw2016,15234207,1
edpichler,15904265,1
gopz,14952787,1
lohankin,14729400,1
visarga,15633785,1
BigChiefSmokem,14902696,1
janci,13884357,1
scanr,14152688,1
arthurk,15148885,1
jlgaddis,15762451,1
lgbr,15432720,1
LoSboccacc,14292396,1
rajadigopula,15749150,1
Ice_Walker,15268726,1
jaypaulynice,13853150,1
jawns,15087831,1
joering2,15087831,1
timothycrosley,15066729,1
mertens,14688684,1
willchu,14688684,1
thomastjeffery,13933696,1
doctorshady,14369109,1
totony,15089916,1
random_comment,15089476,1
Decade,15473777,1
sheena_rustomji,14688684,1
nescafenes,14688684,1
beached_whale,14403911,1
DoctorNick,15368104,1
snewman,15601729,1
andreisambra,15601729,1
plsmatt,15601729,1
coldtea,13338592,1
DannyBee,15072558,1
hliyan,15937448,1
freeone3000,15937448,1
hackuser,14269708,1
discordance,15278883,1
neophy7e,13326535,1
Normal_gaussian,13326792,1
malux85,13326535,1
gnicholas,15049171,1
rchrd2,15453974,1
marcgcombi,14291412,1
jcadam,14718089,1
aerb,14688684,1
raldi,15480334,1
sitkack,13660086,1
_nedR,14750627,1
azr79,15553205,1
squillful,14462384,1
frgtpsswrdlame,15924093,1
curiousgal,14807779,1
groue,15949144,1
Hasknewbie,14973424,1
e40,13579226,1
velox_io,14661285,1
armandososa,14774167,1
lucaspottersky,15637111,1
option_greek,15435822,1
mkoryak,15694430,1
newsat13,14362975,1
ssfak,13610146,1
sillysaurus3,15203446,1
resfirestar,13746830,1
ben1040,14226889,1
chiefalchemist,15543371,1
soniawalker234,15543371,1
profalseidol,14287235,1
Breefield,13489156,1
sb057,13489156,1
nicholasjon,13541679,1
jdiez17,13541679,1
nopit,15799310,1
totony,15031922,1
ringaroundthetx,15031922,1
Radim,14498724,1
lsiebert,14501894,1
brahmwg,14498724,1
hartator,13410510,1
hartator,13410510,1
burntwater,13886885,1
alanfranzoni,13886626,1
alanfranzoni,13886626,1
syswsi,13682022,1
teddyh,13312629,1
jandrese,13312629,1
ameesdotme,13312629,1
throwawy321342,14357881,1
poloolop,15534580,1
kminehart,15148885,1
kevin_thibedeau,15409376,1
rocky1138,14386394,1
tordecken,14386394,1
make3,15395946,1
tekkno89,15384262,1
Abazhenov,15601729,1
ffriend,14309194,1
yuhong,15720923,1
lucideer,13837850,1
SilverSurfer972,14688684,1
matart,14452819,1
empressplay,15480895,1
jonaldomo,13660086,1
waterfowl,13660086,1
AngeloAnolin,14246249,1
petercooper,15168394,1
libeclipse,15168394,1
lngnmn,15273228,1
incompatible,14054785,1
annapowellsmith,15148885,1
icpmacdo,14930895,1
Jdam,15187874,1
moocow01,13682022,1
TekMol,14448404,1
bitL,14043631,1
vramarap,15384262,1
jquast,15384262,1
yosito,15384262,1
naveen99,15500836,1
gregwebs,15384262,1
rickmellor,13939645,1
thogenhaven,14238005,1
eberkund,14237266,1
btmerr,14238005,1
prakashj,14238005,1
kaundur,14458955,1
kristofferR,13508038,1
worknhard99,13520891,1
googletron,15384262,1
ricoued,15384262,1
jasode,15916121,1
js8,15913250,1
mcqueenjordan,15916121,1
RhodesianHunter,15824597,1
anuresuo,15824597,1
squarefoot,16036121,1
pjungwir,14219384,1
randyrand,14952787,1
caherrerapa,15148885,1
emurs,15155833,1
bsaul,14529376,1
jkukul,15384262,1
julia_emotech,15384262,1
epx,15937448,1
dmhans,15824597,1
dustingetz,14417758,1
mikenew,15900551,1
setra,14931004,1
Clubber,14931004,1
thrillgore,14029572,1
jblesage,14023198,1
jbob2000,14369109,1
enknamel,15635144,1
monicabreton,13541679,1
bartkappenburg,13977982,1
remind_me_again,14774167,1
diedyesterday,14990137,1
typpo,15148885,1
MikeGale,15021427,1
amelius,14031452,1
skiplagged,15148885,1
RNicolas,15148885,1
Fiahil,13312629,1
treyhuffine,15147660,1
franciscop,14087381,1
fareesh,14087381,1
lordnacho,15268726,1
randcraw,14790251,1
logfromblammo,14990137,1
andreasgonewild,15222240,1
DougWebb,15937448,1
endymi0n,13301832,1
ffjffsfr,13718752,1
jaydestro,15601729,1
br1,14884992,1
fuddle,15357584,1
vectorpush,13338592,1
_khau,14028842,1
eschnei2,13541679,1
xolb,13421927,1
danellis,14204702,1
Fej,15304242,1
Eliezer,13960183,1
late2part,13747414,1
hashhar,15447706,1
kolp,15447706,1
Walkman,13423629,1
_Codemonkeyism,14511627,1
jake1317,15453974,1
CalChris,15331016,1
konnectkit,13301832,1
koblas,15601729,1
uptown,15602538,1
reallydattrue,13921433,1
rootlocus,14901051,1
wordpressdev,14437921,1
torgoguys,14462785,1
shanecleveland,14039135,1
age_bronze,14630183,1
zupa-hu,15789108,1
flurdy,15718686,1
lucidlive,14023198,1
superasn,15400037,1
submeta,15584124,1
twfarland,13684439,1
DustinOfDenver,14731181,1
drmanny,14651287,1
knezmish,13508038,1
scraft,15756062,1
internalfx,15444607,1
Bouncingsoul1,15332819,1
escapologybb,14361039,1
faizshah,15695326,1
drej,14049868,1
moomin,14952787,1
soniawalker234,15544378,1
aquamo,15160149,1
Nomentatus,15178615,1
seanalltogether,15206926,1
andrewclunn,13354329,1
ranveeraggarwal,15222240,1
callesgg,15230871,1
orliesaurus,14748028,1
unityByFreedom,14745936,1
JepZ,14002821,1
jarvisj,15148885,1
roemerb,13778543,1
wonderous,14004329,1
TheOneTrueKyle,14403911,1
edejong,14403911,1
theWheez,14226775,1
TekMol,14707674,1
kvarela,13301832,1
nemo44x,15739744,1
hkmurakami,13759706,1
cvaidya1986,15862494,1
lasereyes136,15862494,1
njharman,13922419,1
tekkno89,15384262,1
TACIXAT,14497295,1
aanm1988,14029572,1
NewsNow,15601729,1
taysic,14039135,1
Svekax,14287235,1
ordinaryperson,14287235,1
fanpuns,14661285,1
njay,14023198,1
wonderous,14026984,1
smith333,15368353,1
PRMC,15601729,1
kar-ma,13682949,1
randyrand,13853150,1
david_c,15148885,1
bdmorgan,15148885,1
fedemalconada,15148885,1
cjhanks,15751344,1
97s,13955981,1
brockvond,13650818,1
aaron695,13309610,1
blunte,13400350,1
snikch,15451442,1
thom,15858197,1
rwoodley,13453189,1
agumonkey,15160149,1
lol768,13932226,1
princekolt,15274339,1
afandian,14196077,1
482794793792894,15500220,1
Traubenfuchs,14630183,1
a012,15210022,1
oncojacob,15384262,1
mezuzi,14486657,1
teekert,15275182,1
Leviter,13541679,1
mrweasel,14536410,1
douglasjsellers,14073223,1
cortesoft,15800676,1
Quanttek,15820161,1
ripkinect,15550735,1
b0rsuk,15553205,1
userbinator,15460851,1
mmahemoff,15127633,1
amelius,15534034,1
Jeff_Brown,15806500,1
cypher303,14919845,1
golergka,14087002,1
linkmotif,15417019,1
JTenerife,15338382,1
mathattack,15178615,1
spudley,14223020,1
a3n,14226775,1
cbsourcery,15384262,1
bradavogel,14023198,1
lnnguyen,15384262,1
JasonCEC,15384262,1
Katie_Leantaas,15384262,1
rcv,15384262,1
samoube,15384262,1
foo101,13537052,1
cpeterso,13489100,1
msurekci,14643712,1
jmcdiesel,13797042,1
theyCallMeSwift,14238005,1
dawnerd,15297915,1
sengork,15294171,1
gangstertim1,15824597,1
emilioolivares,15507871,1
vladletter,15507871,1
vladletter,15507871,1
etskinner,14323265,1
simlevesque,13338592,1
vkreso,14422785,1
bootload,13683110,1
akras14,13682022,1
pavlov,14699397,1
agotterer,15824597,1
lvlds,13769727,1
robin_reala,15542263,1
dsego,13837850,1
iamleppert,15451060,1
nemacol,13810764,1
imsodrunklol,13931969,1
Peroni,15148885,1
yebyen,15160149,1
once-in-a-while,14823807,1
ondrae,13755673,1
bandrami,13755673,1
socialentp,13755673,1
kanzure,14817557,1
nathan_f77,14178091,1
SnowingXIV,14639908,1
gourou,15960747,1
mighty_bander,14805265,1
VvR-Ox,14516538,1
mck-,15155833,1
jonknee,15156291,1
kevinburke,13509509,1
SCHiM,14002386,1
adnanh,14002821,1
z1mm32m4n,13823704,1
lettergram,13582933,1
flavio81,15460851,1
0xfaded,14238005,1
TheGrassyKnoll,15291961,1
miguelrochefort,15685180,1
benologist,13507993,1
jacquesm,13507993,1
miklax,13507993,1
koolba,13507993,1
andrewdryga,13831277,1
otakucode,15178615,1
intrasight,14483409,1
BWStearns,13741746,1
milesf,14320392,1
rlpb,14323265,1
deepGem,14980512,1
whyenot,15502142,1
hildaman,15502142,1
mintplant,14534315,1
wutwuetend,14002821,1
tannhaeuser,14002821,1
pawelkomarnicki,15553205,1
anilgulecha,14986324,1
leroy_masochist,15752022,1
julox,15707956,1
hung2201,14355051,1
mertens,15601729,1
mysterydip,14805265,1
NateyJay,13941011,1
GeocachingHQ,14238005,1
lois,14338411,1
helper,15694926,1
kzisme,15694118,1
Skunkleton,15485672,1
thinkloop,15694926,1
scraft,15694430,1
Fiahil,14884992,1
msie,14811721,1
shubhamjain,15786703,1
surki,14301739,1
hn_throwaway_99,13684439,1
chx,13684439,1
mparrott,14688684,1
smokedoutraider,14766889,1
topbanana,15250644,1
lnx01,14400058,1
johnrob,13909656,1
iopuy,13909365,1
powrben,13541679,1
xophishox,13642662,1
blain_the_train,13406638,1
chrischen,13404758,1
rux,13312629,1
crucini,14754772,1
thomaspun,15148885,1
a-fake-account,14350059,1
swift,14923362,1
nfriedly,15723772,1
willvarfar,13858656,1
TedHerman,14923362,1
Adamantcheese,15302707,1
arized,14774167,1
andai,15500836,1
floki999,15927132,1
dirtbox,15924794,1
sahn44,13301832,1
aaroneous,13301832,1
matt4077,15131370,1
analog31,13713953,1
jzhen,13541679,1
jorblumesea,14269590,1
guenp,13635230,1
pavs,15986753,1
kuzko_topia,14002821,1
chadcmulligan,13447340,1
z3t4,13668916,1
HugoDaniel,15940144,1
BakaKuna,15148885,1
gildas,14326439,1
lisasburke1,15601729,1
djhworld,13746830,1
harryh,13747414,1
huac,13747414,1
rajangdavis,13887853,1
nurettin,14039135,1
dmayle,14729400,1
Balgair,13785564,1
bhudman,15017126,1
nkkollaw,14990137,1
guelo,14990137,1
hackuser,13726886,1
elihu,15169188,1
valine,15762451,1
mc32,15762451,1
exabrial,15762451,1
SonOfLilit,13356318,1
uncamy,13301832,1
jkaljundi,13576236,1
stefanwlb,15416198,1
disconnected,15408800,1
softinio,15408800,1
KiDD,14993216,1
vinceguidry,14476421,1
zerostar07,15820161,1
amackera,15601729,1
JohnHansen,14718089,1
arrty88,15441537,1
anonu,15417019,1
xrd,15741565,1
LeoNatan25,14347648,1
rekwah,13849430,1
jonnywhite,14238005,1
cafebabbe,13682949,1
ryandrake,13990391,1
netn123,15924794,1
thkim,15927132,1
jseliger,15072558,1
secfirstmd,15342486,1
nickthemagicman,15342486,1
mempko,13471543,1
foota,15820161,1
joshfarrant,13650818,1
danpalmer,14836653,1
fnwx17,15480334,1
ohyes,14656945,1
joeblau,14661285,1
perlgeek,14661285,1
sevensor,14661285,1
kburkhardt,15611122,1
porfirium,15720923,1
alangibson,13999378,1
Question1101,13365430,1
GrumpyNl,15635144,1
Myrmornis,15116379,1
rsimmer,15193892,1
dmh2000,14366825,1
skummetmaelk,14796381,1
sauronlord,14919845,1
giarc,13648449,1
graeme,15897809,1
kinnth,13361019,1
tener,15763013,1
dbg31415,13641301,1
curbside,14238005,1
conanbatt,15924093,1
nreece,15675582,1
neko_koneko,13489100,1
hannob,14002821,1
skamoen,14002821,1
aestetix,14002821,1
isatty,14733829,1
lisper,13682949,1
kar-ma,13682949,1
CJefferson,14246249,1
vinniejames,15316175,1
oskenso,15747650,1
corobo,14745936,1
compactmani,13732288,1
hacknat,13718752,1
ngokevin,15442676,1
mijoharas,14090419,1
taliesinb,13915808,1
fokinsean,15749150,1
ruleabidinguser,14347211,1
creaghpatr,14350059,1
dba7dba,14606812,1
mythrwy,14656945,1
hedora,15200955,1
jrnichols,14226775,1
JabavuAdams,13810764,1
bgentry,13600427,1
ndesaulniers,13489100,1
bcrescimanno,13797042,1
martin-adams,13372985,1
cdubie,15148885,1
technofiend,15160149,1
throwaway198411,14141454,1
almonj,15763013,1
antmachine,13301832,1
sakura-rb,13520891,1
stefek99,13921433,1
Falkon1313,15691435,1
dorait,14039135,1
someguy101010,15451442,1
johnomarkid,14087002,1
gkrypt,15398550,1
hobarrera,13529213,1
calimac,13531707,1
rakel_rakel,14990911,1
partycoder,14403911,1
dragonwriter,14323265,1
taneq,13481218,1
lisper,13726886,1
tripzilch,14094083,1
IshKebab,14757687,1
z3t4,14002821,1
cubano,14386394,1
zbruhnke,15148885,1
kmtpaca,15148885,1
hackNightly,15148885,1
AdmiralAsshat,14394465,1
babesh,15591441,1
user982,13408797,1
irrational,14655382,1
venture_lol,14656945,1
copperx,14063609,1
simonbyrne,15924093,1
kozak,14347648,1
november84,14238005,1
senior_james,13955981,1
cseelus,15940144,1
inpdx,15980653,1
glangdale,15553205,1
billphipps,15550735,1
patothon,13301832,1
inetknght,15739744,1
chrismealy,14980512,1
comex,13700492,1
redsummer,14182262,1
perseusprime11,14139186,1
MarcScott,15912378,1
DonbunEf7,15799310,1
collyw,14560042,1
sandGorgon,15037960,1
z3t4,15521743,1
notjack,14763111,1
ForFreedom,14620608,1
david_p,14688684,1
AnimalMuppet,13593814,1
davexunit,13942345,1
zapperdapper,15187874,1
SquareWheel,13597949,1
tjpnz,14437921,1
curun1r,13837850,1
fancyfacebook,15409376,1
jgale,15601729,1
Peroni,15601729,1
ryan-allen,13765240,1
schwede,14218270,1
draw_down,14564182,1
ChuckMcM,14564182,1
codelord,15089476,1
mkong1,15148885,1
grandalf,13329525,1
chmike,14737322,1
ninjamayo,15927132,1
HoppedUpMenace,13924546,1
jommi1,14662107,1
iamnotlarry,14664417,1
runeks,13922419,1
giis,13682022,1
froderick,15857833,1
philip7899,15752022,1
styrmis,15824597,1
unify_id,15824597,1
mattcoles,14237266,1
pmoriarty,14237266,1
ianl,14238005,1
xchip,14299628,1
bg4,15723772,1
dingo_bat,14643712,1
lawn,15173781,1
njwalker,13301832,1
jessriedel,14338411,1
mmmpop,15155833,1
hbk1966,14256300,1
DonHopkins,15272152,1
kregasaurusrex,13810015,1
booleandilemma,13810015,1
Keyframe,13810015,1
crehn,13508038,1
johnlbevan2,14605342,1
traek,13682949,1
tatotato,14911467,1
d2clon,15384262,1
BugsJustFindMe,14330932,1
smsm42,14495405,1
JepZ,14550060,1
ovrdrv3,15704730,1
vvanders,13543233,1
bla2,16001407,1
fizwhiz,15021427,1
pedrohorta,15500836,1
foreigner,15813107,1
emodendroket,14523523,1
problems,14523523,1
at-fates-hands,13837850,1
mjbrownie,15439967,1
senthilnayagam,15800676,1
k1w1,14023198,1
nkkollaw,15050841,1
JabavuAdams,14417758,1
blairbeckwith,13660086,1
huula,13537052,1
dannylandau,13410510,1
mehwoot,14952787,1
MR4D,14892980,1
maho,14892980,1
xchip,15916121,1
innopreneur,14651287,1
ge96,15195510,1
analognoise,15062225,1
tradersam,13682949,1
Tloewald,14182262,1
namuol,14185891,1
fiokoden,15173781,1
basicplus2,15156291,1
richardaj,13541679,1
lucozade,15651058,1
andrewdon,15478078,1
smnplk,15480334,1
sprocketonline,13682949,1
sprocketonline,13682949,1
10165,14394150,1
tomcam,14226889,1
husamia,13571847,1
simo7,13658615,1
nodesocket,15718686,1
zyztem,13607359,1
gamesbrainiac,13610146,1
euphoria83,13857086,1
beefield,13867016,1
egonschiele,14763111,1
notoriousjpg,15624677,1
amirmasoudabdol,15169188,1
baby,15041986,1
Radle,14394150,1
smegel,15008636,1
phunehehe0,15384262,1
commenttolearn,13816627,1
nimrody,15017126,1
ktta,15629308,1
ajross,13775667,1
lolc,15485672,1
derekp7,15553205,1
dessant,15930916,1
PacketPaul,15200955,1
pdog,15046601,1
leoedin,15439967,1
classisch,15439967,1
faet,13743908,1
unwttng,15485672,1
antoviaque,15148885,1
usaphp,14360549,1
ghogi,13541679,1
indemnity,14009963,1
aban,14009963,1
shinamee,14159085,1
wwarner,15500836,1
qubex,15965653,1
gregwtmtno,15853374,1
quickConclusion,13860890,1
mrfusion,13707547,1
RandyRanderson,14783279,1
tlow,13950002,1
rce123,13493752,1
alnitak,13707547,1
invokesus,13977982,1
Kenji,14729400,1
staticelf,15492248,1
martinni,15714318,1
frankdenbow,15714318,1
webmonkeyuk,14145388,1
deepnotderp,13576236,1
kelseyevans,15148885,1
creep,15867918,1
a12jun,16036121,1
alpb,13369510,1
akellermann,13369510,1
luord,15321015,1
noxToken,14803468,1
irq-1,15246197,1
novel,13696004,1
raykanani99,14939255,1
aosmith,15800676,1
JeroenRansijn,15775548,1
brlewis,13531707,1
djhworld,15058351,1
norswap,14661285,1
richardknop,15072558,1
em3rgent0rdr,13920111,1
leastangle,15041986,1
pm24601,15974603,1
cray9503,15321015,1
ausjke,15210022,1
nojvek,13853150,1
newscracker,13397145,1
progman,15481819,1
throwaway2955,15477286,1
jlgaddis,15477286,1
rodgerd,14966002,1
DonHopkins,15511285,1
8draco8,15237896,1
JulesRosser,15601729,1
rmason,13656192,1
omarchowdhury,13656192,1
_jordan,14049868,1
omouse,13635230,1
katastic,15257541,1
longsangstan,15237896,1
ews,13301832,1
SubiculumCode,14145388,1
noonespecial,14127071,1
deedubaya,15924794,1
clintonb,13301832,1
doh,15384262,1
HoyaSaxa,15384262,1
donatj,14923362,1
eximius,15820161,1
pflats,15441537,1
jordanf,14688684,1
brettz,14688684,1
skarap,14004329,1
rkido,14002821,1
skrtskrt223,14107522,1
hajile,15203446,1
nindalf,15393270,1
xtopherbrandt,15384262,1
felon123,14911467,1
alwaysdoit,15747519,1
chid,13823979,1
omegant,15193892,1
lerie82,15782014,1
satysin,13447340,1
faragon,13356318,1
ChrisNorstrom,13729525,1
RVirgo,14688684,1
binarysaurus,15012883,1
myhf,14703098,1
Cakez0r,14495893,1
exabrial,14560042,1
pryelluw,15947540,1
wdr1,15965653,1
brunorsini,13356318,1
yjlim5,14731181,1
oever,14537747,1
timothylaurent,15927132,1
homulilly,13529213,1
delhanty,15826445,1
npsimons,15546536,1
FidelCashflow,15544378,1
jitbit,14201562,1
aembleton,15073414,1
somedumbguy22,13706618,1
throwawaymanbot,15559428,1
rwoodley,15559428,1
dandelion_lover,13920111,1
wolco,15550735,1
robputt,15324954,1
reacweb,15762451,1
OutOfBrain,15786802,1
DonbunEf7,14292396,1
mr_donk,13400350,1
lokimedes,15442676,1
amelius,15321015,1
ianai,14154395,1
jsrjenkins,15940144,1
djcjr,15940144,1
behringer,15916121,1
elahd,15401211,1
ericfrederich,15401211,1
imafish,14090063,1
winterismute,15360362,1
beliu,14238005,1
neoprospecta,13541679,1
jmts,13520891,1
Zarov,14115826,1
user5994461,14115826,1
Kenji,15624677,1
jakubk,15601729,1
davvid,15824597,1
gcb0,15685180,1
CptJamesCook,13489156,1
iratewizard,14847059,1
michaelbuckbee,14718089,1
chris_wot,14501894,1
rnikander,13881535,1
esseti,14817557,1
ed_balls,15601729,1
Boothroid,14073223,1
combatentropy,14401399,1
zanethomas,13547089,1
cmdrfred,14309194,1
urda,15719262,1
davb,14347211,1
paultopia,14403036,1
eli,15824597,1
elmar,14806393,1
amerine,13471543,1
idlewords,13326535,1
whiplashoo,13326535,1
jdmoreira,15381886,1
HashThis,15278883,1
SteffenEnni,13541679,1
joshbaptiste,14028842,1
makilakixki,14002821,1
deepnotderp,13909656,1
jayfk,13769727,1
Grom_PE,15321015,1
joatmon-snoo,14237266,1
sshumaker,14238005,1
htroyer,14238005,1
packeted,14238005,1
Shatnerz,14238005,1
ashark,15611122,1
RightMillennial,15611122,1
clockmedown,13778543,1
peter303,13408797,1
brogrammernot,13312629,1
egb,15410953,1
mbesto,15862494,1
ealexhudson,15924093,1
rb808,15924093,1
earlybike,15401211,1
derekhaswell,13301832,1
nickpp,15230871,1
tekkno89,15384262,1
parasubvert,14028842,1
Ensorceled,14182262,1
curun1r,15009759,1
soheil,14287235,1
davedx,15306398,1
PDoyle,15321850,1
kennycarruthers,14718089,1
tomc1985,13960183,1
LarryPage,14497295,1
TheAlchemist,14806393,1
carsongross,14806393,1
jacinda,15694118,1
stuaxo,13921433,1
tgb,15054252,1
lwansbrough,15408800,1
felixthehat,14313797,1
neuronexmachina,15924794,1
dwaltrip,13629728,1
KGIII,14533116,1
rrggrr,14435219,1
johnsmith21006,13696004,1
fumigator,14986324,1
ISL,14050049,1
tarruda,15642116,1
arximboldi,15642116,1
melissamb,15384262,1
msilvey,14238005,1
s3nnyy,15824597,1
jaywright,15824597,1
TomMarius,15514926,1
sevensor,14401399,1
TheSithMaster,15763013,1
jm238,15747519,1
aqibgatoo,13862284,1
smallgovt,14656945,1
karllager,15686653,1
tuvistavie,14763802,1
known,13511348,1
hoodoof,14182262,1
booleandilemma,14477851,1
Sephr,13716511,1
hogrammer,13559662,1
rocky1138,15210022,1
HeavenBanned,13489156,1
nchuhoai,15585769,1
cthulhuology,13426896,1
lorenzop,13886626,1
kevinpet,13981184,1
posterboy,14458955,1
juj8,15651058,1
mgbatchelor,14023198,1
derwiki,14023198,1
itomato,13601543,1
clay_to_n,13301832,1
anc84,13718752,1
jadbox,14744783,1
myth_drannon,13660086,1
bitmapbrother,13682022,1
worldofeunuchs,14673777,1
Zarel,14002821,1
racl101,15133919,1
cavanasm,13547089,1
ramikhalaf,13541679,1
rhapsodic,13579226,1
DLA,15168467,1
ivahuc,15148885,1
0xCMP,13500346,1
tyingq,13404758,1
StevePerkins,14769762,1
ludicast,15276833,1
bisRepetita,14962634,1
thomasfromcdnjs,14238005,1
jccalhoun,15611122,1
fheisler,14023198,1
Dirlewanger,15037960,1
lolsal,15037960,1
csneeky,14021885,1
dawnerd,15800676,1
Soliah,13541679,1
artursapek,13597949,1
stretchwithme,14418877,1
criley2,15447706,1
lend000,14059727,1
bandrami,13775667,1
sebcat,15318440,1
alexchamberlain,15862494,1
herogreen,15931730,1
StreamBright,14094083,1
mike-cardwell,13966390,1
aerovistae,15017126,1
forgot-my-pw,14537747,1
liviavs,15384262,1
beefsack,13442022,1
agom,14238005,1
hguhghuff,15485672,1
zeveb,14635013,1
johansch,13590123,1
robgibbons,13533661,1
KirinDave,15116379,1
kriptonic,13447340,1
nevi-me,15630646,1
sinneduy,15824597,1
robert-wallis,15756062,1
joshlemer,13849430,1
matt_oriordan,15601729,1
killjoywashere,14152688,1
curiousgal,14729400,1
malloryerik,14508921,1
joshaidan,14011793,1
shasheene,15315129,1
zoba,13541679,1
leadpages,13541679,1
casey_lang,13541679,1
sixtypoundhound,13541162,1
Radio_Killer,14635013,1
donmatito,14803468,1
mzzter,13650818,1
briantakita,15502074,1
zippergz,15965653,1
Mango_Diesel,14139186,1
neilsimp1,14139186,1
themodelplumber,15631565,1
lukegiuliani,15384262,1
ringaroundthetx,15651510,1
adgasf,13423629,1
nslindtner,14146850,1
findyoucef,13747414,1
kirRoyale,14394465,1
jtl999,15156291,1
AJRF,13746830,1
tapatio,13858597,1
logicallee,15246348,1
gustavodemari,14002821,1
briffle,15222240,1
taternuts,14059727,1
tbv,13414570,1
nstr10,13500346,1
bestrangler,15601729,1
bcjordan,15602538,1
jellicle,14505378,1
zeptomu,13977982,1
featherverse,15584456,1
eddotman,13932806,1
petre,15694926,1
agentbond007,15844904,1
chrisper,15704376,1
test6554,13909365,1
z3t4,16024624,1
SamGlasberg130,13541679,1
keithpeter,15368353,1
kolbe,13909656,1
Improvotter,16001407,1
nodesocket,15272152,1
samblr,14902696,1
jdeibele,14892980,1
dboreham,15862494,1
jpetersonmn,15694118,1
gotbeans,15222240,1
Walkman,14149570,1
deerpig,14942902,1
jlebrech,14476421,1
Vaskerville,13421927,1
autocorr,13421927,1
mmmBacon,14266423,1
bgd11,14275805,1
c3833174,14501894,1
YZF,13696004,1
theseatoms,15417019,1
d-roo,15017126,1
rahilb,13543233,1
0max,13361019,1
ebbv,14152688,1
vladsanchez,14462384,1
innumero,14238005,1
aanm1988,14462785,1
thomasfl,13641301,1
richardboegli,13459764,1
arianvanp,15460851,1
rgbrgb,15601729,1
forkfork,14688684,1
BadassFractal,14393991,1
etatoby,13601451,1
Bahamut,14606812,1
module0000,14606812,1
yatsyk,15602538,1
AdeptusAquinas,14847059,1
wooptoo,14835515,1
JackC,14997799,1
bamboozled,15723772,1
mikeash,13372985,1
s73ver_,15072558,1
patsplat,13419444,1
skrebbel,15824597,1
topspin,15200955,1
rootsudo,13688595,1
