anime_id,title,alpha,omega,zeta
21603,Mekakucity Actors,183,4,157
1952,Vampire Hunter,128,144,178
36186,The iDOLM@STER Prologue SideM: Episode of Jupiter,218,207,89
3057,Loveless Specials,151,68,172
20787,Black Bullet,197,24,104
25437,Brothers Conflict OVA,84,209,68
13469,Hyouka: Motsubeki Mono wa,220,105,157
34207,Dochamon Junior 2,29,142,219
2269,Mobile Suit Gundam SEED Special Edition,164,138,200
7066,Mahoromatic: I&#039;m Home!,119,175,69
452,InuYasha: Toki wo Koeru Omoi,211,82,169
34337,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,165,137,94
36581,Peace Shitenchou,104,142,95
34905,Duel Masters (2017),198,61,195
18411,Gingitsune,68,122,14
5717,Kiniro no Corda: Secondo Passo,130,113,82
32879,Norn9: Norn+Nonet Recap,84,209,173
12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,138,164,149
8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,10,196,89
1295,A-Ko The Versus,192,196,196
19,Monster,48,41,97
34792,Yoake Tsugeru Lu no Uta,49,213,42
2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,86,180,189
1885,Master of Epic: The Animation Age,124,15,178
31530,Classroom☆Crisis Special,91,137,200
3572,Macross F,219,47,24
31055,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,126,219,184
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,133,149,178
34940,Dongguo Xiaojie,126,219,68
8039,Oppai no Ouja 48,145,15,116
4214,Rosario to Vampire Capu2,131,106,135
14059,Kimagure Orange☆Road: Tanabata Special,81,15,207
19117,Toaru Hikuushi e no Koiuta,149,59,4
35203,Isekai wa Smartphone to Tomo ni.,118,147,147
24123,Kaette Kita Top wo Nerae! Kagaku Kouza,91,137,49
31324,Grisaia no Meikyuu Special,172,133,109
30016,Nanbaka,175,119,169
28883,Hidan no Aria AA,42,121,133
5670,GA: Geijutsuka Art Design Class,190,31,128
4151,Blade of the Immortal,89,57,148
1782,Hyakki,52,15,49
34851,Kaibutsu Gakushou,18,61,184
25457,Avengers Confidential: Black Widow to Punisher,187,178,207
378,eX-Driver the Movie,143,200,178
34864,"Wake Up, Girl Zoo! Taiwan de Go!",169,219,184
34966,Jigoku Shoujo: Yoi no Togi,214,99,10
6509,Kiteretsu Daihyakka,109,15,178
34721,Samuroid Zero,157,195,184
9506,Prism Magical: Prism Generations!,37,15,49
22135,Ping Pong The Animation,150,41,97
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,104,142,125
33314,Digimon Universe: Appli Monsters,122,68,207
19489,Little Witch Academia: Mahoujikake no Parade,1,47,24
28791,Gunslinger Stratos: The Animation,42,121,49
9220,Seikimatsu Occult Gakuin Specials,129,167,69
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,103,164,89
33037,Tsukiuta. The Animation,218,207,68
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,178,187,109
32402,Mim Mam Mint,174,61,195
7110,Shounen Maid Kuuro-kun: Tenshi no Uta,79,184,68
34321,Fate/Grand Order: First Order,183,4,126
28853,Pokemon: Pikachu to Pokemon Ongakutai,155,207,200
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,161,4,157
4062,Musashi no Ken,109,15,178
9539,Cardfight!! Vanguard,122,68,49
35298,Ramen Daisuki Koizumi-san,189,133,133
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,68,122,111
4163,Seto no Hanayome OVA,125,157,18
11266,Ao no Exorcist: Kuro no Iede,175,119,169
33531,Juushinki Pandora,162,68,200
12531,Sakamichi no Apollon,171,41,29
1810,Kyoushirou to Towa no Sora,130,113,209
1947,Kikou Sennyo Rouran,169,219,149
20159,Pokemon: The Origin,15,82,105
2061,Gall Force 2: Destruction,192,196,178
33763,Yong Zhe Da Mao Xian 2nd Season,146,61,48
1412,Lupin III,167,117,108
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,6,15,200
36108,Takunomi.,158,121,133
2983,Digital Devil Story: Megami Tensei,201,196,178
1879,Midnight Eye: Gokuu,201,196,178
7578,Gokinjo Monogatari the Movie,109,15,200
287,Grappler Baki (TV),187,178,33
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,103,164,188
4725,Ga-Rei: Zero,219,47,104
32548,Imawa no Kuni no Alice,91,137,200
34055,Berserk 2nd Season,149,59,126
10572,Ro-Kyu-Bu!,94,133,49
3919,Shimaizuma: Shimaizuma 3 The Animation,52,15,116
26011,Super Backkom,47,219,68
5689,Eien no Filena,4,184,49
81,Mobile Suit Gundam: The 08th MS Team,106,193,157
2123,Digimon X-Evolution,0,144,89
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,147,213,178
7651,Ningen Shikkaku: Director&#039;s Cut-ban,69,68,129
34839,Sanrio Danshi,218,207,68
32023,Bubuki Buranki,42,121,49
36775,Wo Shi Jiang Xiaobai,193,15,200
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,178,187,133
12991,Katte ni Kaizou Specials,91,137,166
448,Tenjou Tenge: The Ultimate Fight,89,57,56
837,Kyou no 5 no 2,68,122,111
4494,Enyoku,145,15,116
2325,Angel Blade Punish!,115,15,196
3433,Go-Q-Choji Ikkiman,81,15,49
348,Binzume Yousei,190,31,149
2730,1+2=Paradise,52,15,116
34016,Hatsukoi Monster OVA,91,137,207
22055,Gakkou no Kaidan Recaps,169,219,178
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,175,119,192
17205,Cowboy Bebop: Ein no Natsuyasumi,187,178,143
35883,Cinderella Girls Gekijou 2nd Season,158,121,188
30015,ReLIFE,139,55,29
3972,Yu☆Gi☆Oh! 5D&#039;s,0,144,82
35997,Märchen Mädchen,158,121,133
2933,Mirai Keisatsu Urashiman,4,184,178
3576,Kodai Ouja Kyouryuu King,155,207,89
3503,Kanokon,131,106,167
10711,Plastic Neesan,200,133,126
715,Yume de Aetara,186,175,162
3089,The Sky Crawlers,70,169,126
866,Slayers Premium,11,155,91
1060,Oruchuban Ebichu,49,213,42
16385,Dog Days&#039;&#039;,94,133,151
2978,Shin Getter Robo,147,213,175
1494,Darkside Blues,201,196,213
2829,Ie Naki Ko Remy,133,149,42
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,169,219,49
2747,Tetsuwan Atom,133,149,178
1193,Happy Seven: The TV Manga,25,196,200
48,.hack//Sign,23,98,169
19799,Robot Girls Z,113,164,164
12917,Madang-Eul Naon Amtalg,109,15,178
29017,Wooser no Sono Higurashi: Mugen-hen,113,164,69
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,15,82,169
23781,Blade & Soul Specials,117,167,49
3270,IGPX: Immortal Grand Prix (2005),187,178,178
18277,Strike the Blood,161,4,157
34403,Hajimete no Gal,118,147,49
34052,100% Pascal-sensei (TV),91,137,178
35574,Ganbare!! Tabuchi-kun!! (ONA),16,142,219
3075,Tondera House no Daibouken,109,15,207
3858,Konchuu Monogatari Minashigo Hutch,10,196,200
36661,Da Hu Fa,55,142,95
31368,Grisaia no Rakuen Specials,172,133,133
240,Genshiken,68,122,123
3152,Down Load: Namu Amida Butsu wa Ai no Uta,82,15,207
22433,Break Blade,149,59,33
34439,Code Geass: Hangyaku no Lelouch II - Handou,193,15,207
20473,Teekyuu 3,180,86,193
34636,Ballroom e Youkoso,65,157,29
6033,Dragon Ball Kai,134,82,191
30420,Dr. Slump: Arale-chan no Koutsuu Anzen,47,219,184
49,Aa! Megami-sama!,100,111,91
13357,High School DxD Specials,172,133,49
937,Appleseed,173,175,175
31580,Ajin,183,4,29
33231,Fella Hame Lips,102,137,89
8763,Hajime Ningen Gyatoruz,146,61,184
1535,Death Note,87,55,60
1704,Eat-Man,63,164,178
27891,Sword Art Online II: Debriefing,214,99,147
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,164,138,105
16255,Meisou-Ou Border,126,219,1
10740,Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,38,207,49
30381,Sousei no Aquarion Evol,162,68,49
33299,Magic-Kyun! Renaissance,218,207,186
852,Gokinjo Monogatari,49,213,42
615,Nurse Witch Komugi-chan Magikarte,190,31,175
6093,Anmitsu Hime,126,219,1
31890,Nurse Witch Komugi-chan R,158,121,188
8394,Cyborg 009 (TV),10,196,178
1094,One Piece: Umi no Heso no Daibouken-hen,101,148,169
9930,Snow Halation,5,201,4
7739,11eyes: Momoiro Genmutan,131,106,49
33741,Kidou Keisatsu Patlabor: Reboot,63,164,188
23409,Duel Masters VS,169,219,49
151,Re: Cutey Honey,147,213,149
12579,Itsuka Tenma no Kuro Usagi Picture Drama,117,167,49
12477,Sakasama no Patema,95,24,29
15591,Joshiraku OVA,68,122,169
2873,Bible Black Only Version,93,15,175
2744,Potemayo,190,31,175
6918,Wolverine,128,144,144
22817,Kindaichi Shounen no Jikenbo Returns,69,68,129
30654,Ansatsu Kyoushitsu 2nd Season,78,55,29
30989,Bary-san no Imabari-ben Kouza,157,195,125
6979,Shukufuku no Campanella,170,209,167
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,151,68,178
11597,Nisemonogatari,21,55,205
35202,Hand Shakers: Go ago Go,91,137,200
840,Narue no Sekai,25,196,209
1133,Tenchi Muyou! GXP,67,175,113
12001,One Piece 3D: Gekisou! Trap Coaster,31,190,190
31519,Anitore! EX,158,121,116
12965,Jewelpet Movie: Sweets Dance Princess,33,15,49
3653,Kurogane no Linebarrels,170,209,162
32739,JRA Hokan Keikaku,91,137,49
5177,Denpa-teki na Kanojo,219,47,97
536,Slayers: The Motion Picture,11,155,91
2911,Kyoushirou to Towa no Sora Specials,25,196,175
23209,Sora no Method,35,167,109
1123,Beet the Vandel Buster Excellion,187,178,68
32461,Mitsuami no Kamisama,109,15,116
4063,Sekirei,131,106,157
37088,Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,14,15,116
36486,Lalala Lala-chan ★Uchuu ni Muchuu★,19,142,125
2278,Mahou Yuugi 3D,124,15,196
33983,Onihei,175,119,33
33201,Ojisan to Marshmallow Special,117,167,133
1543,Yoake Mae yori Ruriiro na: Crescent Love,170,209,113
854,Soul Link,170,209,49
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,164,138,126
540,Tenchi Muyou! Ryououki 2nd Season,67,175,165
1721,Hitohira,190,31,31
1892,YAT Anshin! Uchuu Ryokou 2,126,219,178
33532,Twin Angel Break,158,121,188
33499,Ganbare! Kickers Specials,169,219,184
4723,Seishun Anime Zenshuu,4,184,184
13159,Kuromajo-san ga Tooru!!,103,164,209
7308,Mirai Shounen Conan (Movie),81,15,207
29976,Dance with Devils,218,207,3
25943,Hacka Doll,103,164,89
1158,Geobreeders: File-X Chibi Neko Dakkan,192,196,178
11239,Hidamari Sketch x Honeycomb,43,169,123
1682,Baldr Force Exe Resolution,89,57,49
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,182,33,126
30891,Oni Chichi: Refresh♥,120,137,89
35191,Free! Movie 2: Timeless Medley - Yakusoku,111,207,207
10687,Saint Seiya: Legend of Sanctuary,162,68,190
37566,Qin Shi Ming Yue: Yi Zhe Ru Shi,73,142,95
34176,Zero kara Hajimeru Mahou no Sho,183,4,126
2465,Idol Bouei-tai Hummingbird,91,137,207
6251,Sketchbook: Full Color&#039;s Picture Drama,124,15,149
318,Hand Maid May,25,196,15
24855,Girlfriend (Kari),158,121,133
1188,Momoiro Sisters,124,15,196
2737,Kouryuu no Mimi: Mina no Shou,126,219,15
19585,Kobo-chan,126,219,184
13141,Shibainuko-san,103,164,188
28185,Oniku Daisuki! Zeushi-kun 2nd Season,191,65,125
2150,Tanoshii Muumin Ikka,49,213,213
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,169,219,196
2823,Barbapapa,10,196,178
34533,Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,162,68,173
300,3x3 Eyes,173,175,175
738,MÄR,188,189,156
34449,The Reflection,165,137,137
34368,Vatican Kiseki Chousakan,218,207,207
8532,Katekyo Hitman Reborn! Special,40,192,82
3712,Zero no Tsukaima: Princesses no Rondo,90,18,73
1923,Urusei Yatsura Movie 4: Lum The Forever,59,149,175
1049,Cello Hiki no Gauche (1982),156,164,213
12281,Rinne no Lagrange Season 2,35,167,109
16498,Shingeki no Kyojin,87,55,29
750,Binchou-tan,190,31,175
33042,Zonmi-chan: Halloween☆Special Movie!,169,219,49
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,129,167,187
31771,Amanchu!,195,157,123
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,1,47,97
9062,Angel Beats! Specials,220,105,104
35000,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,172,133,156
1153,Crying Freeman,201,196,178
35988,Dame x Prince Anime Caravan,218,207,173
1245,Shihaisha no Tasogare,201,196,178
30901,Utawarerumono: Itsuwari no Kamen,183,4,169
29325,Ghost in the Shell: Arise - Alternative Architecture,26,33,109
2697,Hi-Speed Jecy,4,184,184
32,Neon Genesis Evangelion: The End of Evangelion,50,41,205
31647,Ponkotsuland Saga,191,65,125
2458,Kimagure Orange☆Road OVA,167,117,213
2018,Warau Hyouteki,10,196,178
5945,Element Hunters,143,200,209
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,143,200,175
1041,Zetsuai 1989,151,68,178
8442,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,126,219,15
1949,Mahou no Chocolate,103,164,200
35756,Comic Girls,57,89,89
23897,Lovely Movie: Itoshi no Muco,126,219,1
3276,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,169,219,68
1894,Yu☆Gi☆Oh!: Hikari no Pyramid,0,144,49
8235,Muumin (1972),17,15,49
6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,179,137,207
2016,Mermaid Forest OVA,10,196,175
1766,Youseiki Suikoden,124,15,178
15793,Senki Zesshou Symphogear G,35,167,169
66,Azumanga Daioh,220,105,55
22547,Blade & Soul,149,59,49
5688,Gegege no Kitarou (1968),109,15,178
3807,Honoo no Alpenrose: Judy & Randy,109,15,178
1210,NHK ni Youkoso!,171,41,97
1484,Youma,201,196,178
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,75,4,10
9310,Ryoujoku Famiresu Choukyou Menu,145,15,68
16914,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,120,137,116
28701,Fate/stay night: Unlimited Blade Works 2nd Season,152,41,29
23375,Minarai Diva,169,219,184
25965,Backkom 2,47,219,68
2383,Cybersix,59,149,175
3006,Atashin&#039;chi,109,15,200
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",213,147,49
1100,Soreyuke! Uchuu Senkan Yamamoto Yohko,10,196,178
34208,Escha Chron,162,68,188
7108,Shikabane Hime: Puchitto,103,164,140
5821,Zenmai Zamurai,157,195,184
7969,Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,145,15,89
29603,Kurokan,146,61,48
13333,Tari Tari,68,122,157
9735,Gintama: Shinyaku Benizakura-hen,136,157,126
1724,Saint October,124,15,49
35215,Man Tou Riji,73,142,95
2705,Bakusou Kyoudai Let&#039;s & Go,155,207,89
27737,Battle Spirits: Burning Soul,122,68,49
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,121,165,126
36275,Natsume Yuujinchou Roku Specials,15,82,169
36501,MahoYome Episode 0,162,68,89
1860,Tokyo Majin Gakuen Kenpucho: Tou,89,57,148
31789,Oni Chichi: Vacation,120,137,116
4981,Casshern Sins,219,47,146
5252,One Piece: Romance Dawn Story,203,82,169
402,Otogi Juushi Akazukin OVA,10,196,178
8211,Dance in the Vampire Bund Recap,116,148,49
8214,"Tekkamen wo Oe: ""d&#039;Artagnan Monogatari"" yori",169,219,49
30010,Frame Arms: A Violent Struggle,82,15,149
36969,Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,174,61,95
71,Full Metal Panic!,125,157,29
3449,Kamichu! Specials,190,31,193
22465,KutsuDaru.,126,219,196
2093,Pops,135,61,95
485,Damekko Doubutsu,49,213,172
28497,Rokka no Yuusha,183,4,135
17919,Houkago no Pleiades (TV),158,121,109
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,109,15,178
31344,K: Missing Kings - Manner Movie,91,137,200
32089,Battle Spirits Shinnen Special,157,195,184
34933,Kakegurui,183,4,123
8993,Juliet,169,219,184
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,200,133,157
391,Tales of Phantasia The Animation,188,189,162
2102,Tattoon Master,124,15,49
3349,Kiddy GiRL-AND,170,209,49
204,Yumeria,170,209,49
36097,Happy Forest,191,65,125
1561,Lovedol: Lovely Idol,25,196,167
554,Koutetsu Tenshi Kurumi,25,196,140
19751,Gu-Gu Ganmo (Movie),146,61,176
33546,Monster Strike: Mermaid Rhapsody,91,137,200
25835,Shirobako,195,157,55
10481,Otohime Connection,169,219,184
16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,161,4,82
8440,Black Lagoon Omake,3,122,122
17641,Date A Live: Date to Date,161,4,126
12145,Backkom,47,219,49
1528,Bishoujo Yuugekitai Battle Skipper,124,15,178
1486,Kodomo no Omocha (TV),130,113,108
32981,Hand Shakers,42,121,49
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,146,61,195
35575,Nono-chan Theater,174,61,48
12413,Jormungand,219,47,29
1350,Parasite Dolls,173,175,178
3359,Amatsuki,89,57,148
8619,Ladies versus Butlers! Tokuten Disc Music Clip,141,159,66
2555,Shoukoushi Cedie,133,149,178
12123,Yurumates 3D,103,164,188
8536,Fortune Arterial: Akai Yakusoku,213,147,147
1356,Hokuto no Ken 2,187,178,35
37564,Wo De Ni Tian Shen Qi,169,219,137
32397,Saga-ken wo Meguru Animation,91,137,200
36976,Cutie Honey Universe,187,178,188
513,Tenkuu no Shiro Laputa,48,41,29
10464,Seitokai no Ichizon Lv.2,161,4,169
2254,Sentou Mecha Xabungle,10,196,175
33970,Girls & Panzer: Saishuushou,57,89,89
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,169,219,207
10178,Otona Joshi no Anime Time,49,213,169
5646,Deep Voice,108,15,68
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,53,213,35
1521,Black Jack the Movie,147,213,117
10801,Copihan,103,164,167
37408,Taishou Mebiusline: Chicchai-san - You and I,169,219,200
33417,Super Lovers 2,181,193,190
5473,Tsuri Baka Nisshi,157,195,125
7646,Yawarakame♥,157,195,184
6634,Sengoku Basara Two,196,10,169
35516,Dappys,18,61,48
31147,Concrete Revolutio: Choujin Gensou,200,133,169
36915,Fate/Grand Order: Moonlight/Lostroom,214,99,133
3538,Dorei Kaigo,52,15,175
34716,Crocotires Traction AAA,126,219,184
31137,Mahou Shoujo Lyrical Nanoha ViVid: Special Program,91,137,49
21067,Strange+,113,164,167
34794,Yukai na Animal Bus,24,95,125
5968,Kinnikuman II Sei: Ultimate Muscle 2,10,196,178
13939,Accel World EX,161,4,4
637,Iketeru Futari,186,175,218
6361,ef: A Tale of Memories. - Prologue,207,111,47
32571,Shounen Ashibe: Go! Go! Goma-chan,91,137,116
36162,"Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen",91,137,207
8915,Dantalian no Shoka,137,179,169
24011,Lance N&#039; Masques,42,121,167
3182,Massugu ni Ikou. 2nd Season,109,15,178
28495,Sidonia no Kishi Movie,140,190,129
3588,Soul Eater,168,82,29
24765,Gakkougurashi!,183,4,24
187,Initial D Third Stage,44,169,157
1639,Boku no Pico,79,184,125
14511,Minami-ke Tadaima,68,122,169
186,Initial D Second Stage,44,169,157
24791,Boku wa Ou-sama,24,95,125
31629,Granblue Fantasy The Animation,214,99,10
5865,Nanaka 6/17 Special,91,137,175
23283,Zankyou no Terror,78,55,29
3900,Ougon Bat,4,184,184
33019,Reikenzan: Eichi e no Shikaku,214,99,190
413,Hametsu no Mars,165,137,161
11879,Oni Chichi: Re-born,85,74,4
31521,Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,117,167,190
1505,Detective Conan Movie 09: Strategy Above the Depths,8,82,169
19023,"Wake Up, Girls!",166,52,109
14833,Maoyuu Maou Yuusha,161,4,126
5018,Piroppo,169,219,178
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,192,196,178
34201,Kuni-chan no Ikka Ranran,73,142,95
11001,Toshokan Sensou: Kakumei no Tsubasa,116,148,124
4150,Cosmos Pink Shock,124,15,175
6178,Pokemon Diamond & Pearl: Arceus Choukoku no Jikuu e,114,201,82
21765,Ari to Hato (1959),205,95,95
31710,Divine Gate,42,121,49
6971,Gegege no Kitarou (1971),4,184,49
2357,Kojin Taxi,52,15,116
2468,Nineteen 19,10,196,116
9330,Dragon Crisis!,213,147,147
349,Magical Canan,124,15,49
13311,Henshin Gattai! 5 tsu no Atsuki Tamashii,169,219,184
35248,18if,42,121,99
33366,Toukiden 2,169,219,1
873,.hack//Roots,23,98,148
13663,To LOVE-Ru Darkness,71,47,104
6091,Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose,135,61,95
13139,Gakkatsu!,103,164,188
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,132,68,207
4242,Ginga Reppuu Baxingar,4,184,1
24687,Mushishi Zoku Shou: Odoro no Michi,150,41,97
766,Kishin Houkou Demonbane,37,15,140
550,Yu☆Gi☆Oh!,0,144,91
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,209,25,129
31737,Gakusen Toshi Asterisk 2nd Season,118,147,126
34734,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",57,89,188
1667,Barom One,169,219,49
6811,InuYasha: Kanketsu-hen,176,47,19
2594,Piano no Mori,219,47,126
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,203,82,126
34092,Norasco (Movie),206,142,95
2815,Geragera Boes Monogatari,109,15,178
33998,Sugar Bunnies: Taisetsu na Tomodachi e...,96,142,219
2427,Unico,10,196,149
35346,Cinderella Girls Gekijou: Kayou Cinderella Theater,158,121,89
2152,Oh! Edo Rocket,190,31,117
592,PopoloCrois,109,15,49
32851,Riding the Storm,146,61,48
7058,Uragiri wa Boku no Namae wo Shitteiru,45,166,169
2367,Moetan,25,196,175
1951,Manie-Manie: Meikyuu Monogatari,49,213,213
5005,Tentai Senshi Sunred,49,213,170
1542,Brain Powerd,192,196,178
32065,Kimi no Sumu Machi,91,137,207
10847,Inumarudashi,135,61,125
34480,Shokugeki no Souma: Ni no Sara OVA,175,119,169
4492,Seisen Gakuin,52,15,178
30870,Ajin Part 3: Shougeki,140,190,129
31652,Taimanin Asagi 2,163,137,116
3131,Ashita Tenki ni Naare,4,184,178
1455,Makai Tenshou,201,196,1
32262,Renai Boukun,118,147,99
392,Yuu☆Yuu☆Hakusho,61,174,29
27539,Pikmin Short Movies,109,15,178
8086,Densetsu no Yuusha no Densetsu,137,179,135
644,Hachimitsu to Clover Specials,68,122,126
30524,Kagewani,200,133,193
21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,213,147,167
13335,Fuse: Teppou Musume no Torimonochou,116,148,14
26013,Backkom Mission Impossible,47,219,184
33350,Zhen Hun Jie,69,68,207
5667,To LOVE-Ru OVA,71,47,157
32866,Brave Witches,189,133,133
20709,Sabage-bu!,200,133,169
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,101,148,91
25303,Haikyuu!!: Lev Genzan!,15,82,126
544,Venus Senki,173,175,175
10779,Eroge! H mo Game mo Kaihatsu Zanmai,154,137,169
822,Initial D Extra Stage,202,84,111
33993,300 En no Otsukiai Anime Edition,163,137,89
682,Otogi Story Tenshi no Shippo,25,196,175
36756,91 Daze,169,219,207
1802,Dirty Pair Flash,192,196,175
499,Makai Toshi Shinjuku,173,175,175
23281,Psycho-Pass 2,197,24,29
4697,Chimera: Target I Datenshi Kourin,108,15,178
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,81,15,49
36942,Cinderella Girls Gekijou 2nd Season Specials,169,219,184
35971,Onyankopon,82,15,149
2151,Nils no Fushigi na Tabi,59,149,178
6721,Ankoku Cat,165,137,196
34849,Konohana no Sakuya Mori,126,219,184
37672,Toji no Miko Recap,91,137,200
25879,Working!!!,1,47,29
30806,Schwarzesmarken,149,59,109
4075,Super Robot Taisen OG: Divine Wars Special,187,178,178
8312,Piece,156,164,178
18191,Boku wa Ou-sama (TV),64,61,95
3537,Cleavage,177,15,68
21075,Hetalia: The Beautiful World Extra Disc,40,192,89
34394,Yuuki Yuuna wa Yuushabu Shozoku,162,68,89
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,195,157,55
24277,Yowamushi Pedal: Grande Road,65,157,24
19315,Pupa,165,137,167
4155,One Piece Film: Strong World,61,174,29
36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,140,190,129
34502,Inazma Delivery,191,65,125
4600,Aneki... My Sweet Elder Sister The Animation,177,15,175
570,Jin-Rou,70,169,97
36102,Halved,157,195,125
4855,Fuuma no Kojirou: Seiken Sensou-hen,169,219,49
1929,Futari wa Precure: Max Heart,56,137,116
31109,Hatsukoi Monster,218,207,167
32959,Mirai no Watashi,156,164,89
10736,Precure kara Minna e no Ouen Movie,148,207,49
24075,Persona 4 the Golden Animation,178,187,124
226,Elfen Lied,197,24,29
13457,Tomodachi 8-nin,19,142,125
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,214,99,4
36574,Weaving,199,95,95
5155,Genji Monogatari Sennenki,156,164,178
5391,Pico to Chico,79,184,1
1555,Tokimeki Memorial: Only Love,170,209,49
5279,Sekirei: Hajimete no Otsukai,131,106,49
22123,Inugami-san to Nekoyama-san,129,167,133
1118,Pokemon: Kesshoutou no Teiou Entei,114,201,126
28869,Kaitou Joker 2nd Season,155,207,178
35658,Kuroko no Basket: Last Game NG-shuu,91,137,200
18507,Free!,15,82,19
4485,Kasei Yakyoku,4,184,178
3508,Genius Party,70,169,126
32447,Nora to Oujo to Noraneko Heart,158,121,133
5267,Gamba no Bouken,109,15,178
9355,Sekirei: Pure Engagement Episode 0,131,106,49
1317,Eyeshield 21: Maboroshi no Golden Bowl,188,189,189
24169,Detective Conan: The Fugitive Kogorou Mouri,31,190,207
10737,A-Channel: +A-Channel,129,167,179
25045,Barakamon: Mijikamon,175,119,109
112,Chou Henshin Cosprayers,37,15,15
21855,Hanamonogatari,21,55,55
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,0,144,173
1280,Mamono Hunter Youko,192,196,178
36762,Xue Se Cang Qiong,169,219,184
150,Blood+,110,4,146
2131,Bokusatsu Tenshi Dokuro-chan 2,68,122,126
7645,Heartcatch Precure!,56,137,141
2148,Okane ga Nai,45,166,1
34871,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,97,142,219
1592,Hataraki Man,49,213,91
891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,20,144,91
33818,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,189,133,193
10479,Beelzebub Specials,31,190,160
12483,Gregory Horror Show: The Last Train,169,219,49
21103,Utopia,178,187,187
30039,Future Card Buddyfight Hundred,122,68,3
33044,Asa da yo! Kaishain,135,61,195
34428,Overlord Movie 2: Shikkoku no Eiyuu,140,190,160
